musicId,lrc_text,Arousal(mean),Valence(mean)
913,"I had a vision. A vision of my nails in the kitchen. Scratching counter tops, I was screaming. My back arched like a cat, my position couldn't stop you were hitting it. And I shouldn't cry, but I love it, Starboy. And I shouldn't cry, but I love it, I love it, Starboy. And I shouldn't cry, but I love it, Starboy. And I shouldn't cry, but I love it, Starboy. . I just want to see you shine 'cause I know you are a Stargirl. I just want to see you shine 'cause I know you are a Stargirl. I just want to see you shine 'cause I know you are a Stargirl. I just want to see you shine 'cause I know you are a Stargirl. .",0.35,0.275
907,"You know me. Oh-h-h-h-h. You know me. Oh, na-na-na-na-na-na. You know me. Whoa. You know me. I used to pray to hear my songs on the radio. Growing up, my foot was only after kickin doors. Keep sixty bitches backstage, at like every show. Ain’t no more Hanes on my balls, these are Kenneth Cole. All these squares in my pictures, yeah, we croppin' those. Let ‘lil shawty lick my dick, I had my boxers on. Everybody 'round me poppin, bitch, we kettle corn. Private, PJ on the e-way with the P-1. Carat and a half dripping on my neck, son. Take a bubble bath with a rapper's baby mom. Young dirty nigga rocking, wylin' like a swamp. Yeah, I just ****ed up last night, didn't tell em' my name. All these hip-hop rappers down to be Drake. All my double cups purple like the soul plane (na-na-na-na-na). Diamonds on me loud, got you silent. Got her bouncing on this dick like hydraulics. 'Cause you know me, you know me. You know me, you know me. Every time you try to forget who I am. I'll be right there to remind you again. You know me (pow! pow!), you know me. Record man play my song on the radio. You too busy tryna find that blue-eyed soul. I let my black hair grow and my weed smoke. And I swear too much on the regular. We gone let them hits fly, we gone let it go. If it ain't XO then it gotta go. I just won a new award for a kids show. Talking 'bout a face numbing off a bag of blow. I'm like, goddamn, bitch, I am not a Teen Choice. Goddamn, bitch, I am not a bleach boy. Whip game, make a nigga understand though. Got that Hannibal, Silence of the Lambo. Hit the gas so hard make it rotate. All my niggas blew up like a propane. All these R&B niggas be so lame. Got a sweet Asian chick, she go Lo Mein. You know me, you know me, you know me. Every time you try to forget who I am. I'll be right there to remind you again. You know me (pow! pow!), you know me. Uh, young- young nigga, same OG. Stayin' low-key, stand ten toes deep. Both feet says G (says). Maybe B says I'm a G. I'm a weakness, like The Weeknd. Smoking weed man. I beg your pardon?. It's true, the rumors that they start 'gone make us break apart. Assuming they've influenced all this sudden change of heart. The voice recording take off with the whole thing. 'Mind them that they know me. No way you think if ever I decide to cut my hair like Abel. Just like Jaden Smith, I'll probably walk around all day with it. Okay, you lame, I'm a-okay with it. Might take the paper around my old ways. 'Mind them that they know me. Cause, you know me, you know me. You know me, you know me. Every time you try to forget who I am. I'll be right there to remind you again. You know me (pow! pow!), you know me.",0.5,0.5625
708,"Korekara minnade mechakucha odotte sawagou sawagou. Headbanga. . Hit me. Hit me. gimme some new *****t. gimme some new *****t. gimme some new *****t. gimme some new *****t. Missy be puttin it down. I'm the hottest roun'. I'll tell ya'll mother ""Uhh"". Ya'll can't stop me now. Listen to me now. I'm lastin 20 rounds. And if ya want me ""*****aah"". Then come'on get me now. Is you wit me now. That biggie biggie bounce. I know you dig da way I ""swi,swi"" switch my style,. ""Hollaahh""..People sing around,. Now people gather roun', now people jump aroun'. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. Who's that *****?! (Note: Edited versions say ""chick""). People you know.. Me & Timbalan' been hott since 20 years ago. What the dilly yo, now what the drilly yo,. If you wanna battle me then ""Nigaaah""..Let me know. ""Hollaahh""..Got the feelin son,. Let me throw you some ""both mujhko"". People here I come, now sweat me when I'm done,. We got the radio shook like we got a gun. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. QUIET!! (Shhh...) Hush ya mouth, silence when I...spit it out,. (Missy spits)...In your face, open ya mouth,. Gi'you a taste, ""Hollaahh"" Ain't no stoppin me,. Copy written so..Don't copy me,. Ya'll do it.. sloppaly,. And ya'll can't come..close to me. I know you feel me now. I know you hear me loud. I scream it loud'n proud. Missy gon' blow it down. People gon' play me now. In ""n"" outta town. Cause I'm da best aroun'. Wit da crazy style. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. Get your freak on, Get your freak on, Get your freak on,. Get your freak on, Get your freak on, Get your freak on,. Get'cha, get'cha, get'cha, get'cha, get'cha freak on. . Ichi ni san *****. . . (Beat plays on till fade).",0.6625,0.5875
734,"Uh huh. Uh huh. I’ve been a wild dog in this here part of town. No gun-slinging, no fool can bring me down. Now I’ve finally met my match and he’s the baddest boy around. And I’ll say it loud and proud. I’m stuck, I’m stuck. That boy he messed me up. I’m a fighter, I’m a champion, but I’m hanging up the gloves. Cause I’m stuck, I’m stuck. ‘Cause your love has tamed the devil out of me. Stole my heart and pulled the rug under my feet. I was a careless Casanova, but you made my heart go weak. And I’m stuck, I’m stuck. Oooh oh no no. Oooh oh no no. Oooh oh no no no. I’m stuck, I’m stuck. I never liked that kind of guy who picked up the bill. The kind of guy who ate dessert before he had a meal. When you come around in your skinny jeans, I don’t know how to feel. But now I know the drill. I’m stuck, I’m stuck. That boy he messed me up. I’m a fighter, I’m a champion, but I’m hanging up the gloves. ‘Cause I’m stuck, I’m stuck. ‘Cause your love has tamed the devil out of me. Stole my heart and pulled the rug under my feet. I was a careless Casanova, but you made my heart go weak. And I’m stuck, I’m stuck. Oooh oh no no. Oooh oh no no. Oooh oh no no no. I’m stuck, I’m stuck. What he wants, he knows just what he wants. What he wants, he knows just what he wants. I’m the badass superwoman to the candy on his arm. I’m stuck, I’m stuck. (Said I’m stuck). Oooh oh no no. Oooh oh no no. Oooh oh no no no. I’m stuck, I’m stuck. ‘Cause your love has tamed the devil out of me. Stole my heart and pulled the rug under my feet. I was a careless Casanova, but you made my heart go weak. And I’m stuck, I’m stuck. (Come on over here with your skinny jeans).",0.8375,0.825
720,"Oh damn, oh damn, oh damn. I'm so perplexed. With just one breath, I'm locked in. Oh damn, oh damn, oh damn. I'm so perplexed. On that, it's almost shocking. I know, I know you know you're scared. Your heart, your mind, your soul, your body. They won't, they won't, they won't be careful. But I guess that you don't know me. Cause if I want you, and I want you, babe. Ain't going backwards, won't ask for space. Cause space is just a word made up by someone who's afraid to get too.... Close, ooh. Oh, so close, ooh. I want you close, ooh. Cause space is just a word made up by someone who's afraid to get close, ooh. Oh, so close, ooh. I want you close, ooh. Oh, I want you close, and close ain't close enough, no. Oh man, oh man. I am not really known for ever being speechless. But now, but now somehow. My words roll off my tongue right onto your lips, oh. I'm keeping cool while you keep smiling. Saying all the things I'm thinking. Oh man, oh man. I am like you so I want proof of what you're feeling. Cause if I want you, and I want you, babe. Ain't going backwards, won't ask for space. Cause space is just a word made up by someone who's afraid to get too.... Close, ooh. Oh, so close, ooh. I want you close, ooh. Cause space was just a word made up by someone who's afraid to get close, ooh. Oh, so close, ooh. I want you close, ooh. Oh, I want you close, and close ain't close enough, no. Cause if I want you, and I want you, babe. Ain't going backwards, won't ask for space. Cause space was just a word made up by someone who's afraid to get too... close. Close, ooh. Oh, so close, ooh. I want you close, ooh. Cause space was just a word made up by someone who's afraid to get close, ooh. Oh, so close, ooh. I want you close, ooh. Oh, I want you close, and close ain't close enough, no. Oh, I want you close, and close ain't close enough, no.",0.7375,0.6375
718,Waking up to kiss you and nobody’s there. The smell of your perfume still stuck in the air. It’s Hard. Yesterday I thought I saw your shadow running round. It’s funny how things never change in this old town. So far from the stars. And I want to tell you everything. The words I never got to say the first time around. And I remember everything. From when we were the children playing in this fairground. Wish I was there with you now. If the whole world was watching I’d still dance with you. Drive highways and byways to be there with you. Over and over the only truth. Everything comes back to you. I saw that you moved on with someone new. In the pub that we met he’s got his arms around you. It’s so hard. So Hard. And I want to tell you everything. The words I never got to say the first time around. And I remember everything. From when we were the children playing in this fairground. Wish I was there with you now. Cos if the whole world was watching I’d still dance with you. Drive highways and byways to be there with you. Over and over the only truth. Everything comes back to you. You still make me nervous when you walk in the room. Them butterflies they come alive when I’m next to you. Over and over the only truth. Everything comes back to you. And I know that it’s wrong. That I can’t move on. But there’s something about you. If the whole world was watching I’d still dance with you. Drive highways and byways to be there with you. Over and over the only truth. Everything comes back to you. You still make me nervous when you walk in the room. Them butterflies they come alive when I’m next to you. Over and over the only truth. Everything comes back to you. Everything comes back to you.,0.5125,0.5875
730,"I just want the memories. I'm with you. Regret in your tears, now you textin' me. 'Cause you know I don't chase, I replace 'em. Don't rush, take time, textin' me. I just want the memories, tried to make some with you. You. Now I gotta erase some with you. You. Look at you now, stuck in the background. Silence right now sounds so loud. Tried to let you go, you come back 'round. Look at you now, stuck in the background. Two seats in my two seater-er-er. Used to pull off on me, leave me hur-urt. Tryna front, but I know you do your dir-irt. Not nice, boy you know you do your dirt. Regret in your tears, now you textin' me. 'Cause you know I don't chase, I replace 'em. Don't rush, take time, textin' me. I just want the memories, tried to make some with you. You. Now I gotta erase some with you. You. Baby now you know you got nerve. I know you just wanna be heard. I'm a bad *****, you ain't used to that. You gon' **** around and make me do you bad. Used to creep, creep, but you do the back. I count up the cash and bring you the bag. I count up the racks like Serena. Plus I got that ass like Selena. And you know nah-nah-nah-nah-nah, not a *****. That's gon' care, care, hold you down and love you like this. Drop down, turn around, baby show you like this. Won't find another one to ride it like a soldier like this. Regret in your tears, now you textin' me. 'Cause you know I don't chase, I replace 'em. Don't rush, take time, textin' me. I just want the memories, tried to make some with you. You. Now I gotta erase some with you. You. Yeah, and they say big girls don't cry. Maybe I cried. The real ones don't lie. Baby you lied. I don't know what to do with you. Baby now I'm through with you. 'Cause you don't even know what you just lost. You don't even know what you just had. You don't even know, and that's what's bad. Money bag long, that ***** bad. Used to lay up in them sheets, they were snow white. Now you spendin' cold nights. You've been in the wrong so long. You don't even know right. Call my line, call my line, I'm like, ""Please, boy"". You just need to leave, boy. I ain't got time for you. Just once, do somethin' for me, boy. Regret in your tears, now you textin' me. 'Cause you know I don't chase, I replace 'em. Don't rush, take time, textin' me. I just want the memories, tried to make some with you. You. Now I gotta erase some with you. You. Tried to make some with you, you. With you, you. I tried to make some with you. I tried to make some with you. I tried to make some with you. I tried to make some with you. I tried to make some with you, baby. Make some with you. Too picky when I make some with you. You said you would save me. You said you would save me. Hahahaha, rrrrrrrrrrrrrrrrr. Ohhhh, woooh. .",0.55,0.575
903,"It has begun again, my friend. In this room, we are nothing but strangers in a bed. You made me fall again, my friend. How can I forget when you said love was just pretend?. When I told her I've been thinkin' 'bout her lately. But she told me that to love her is so crazy. 'Cause she loves to lay. I learned the hard way. She loves to lay, I'm up to play. I learned the hard way. She loves to lay. Know I learned the hard way. She loves to lay, it's all a game. I learned the hard way. It has begun again, my friend. In your heart, we are nothing but strangers in the end. Then I told her I've been thinkin' 'bout her lately. But she told me that to love her is so crazy. 'Cause she loves to lay. I learned the hard way. She loves to lay, I'm up to play. I learned the hard way. She loves to lay. Know I learned the hard way. She loves to lay, it's all a game. I learned the hard way. I think there's someone else. Worth your time, from the start. He's just one call away. From your mind, and your heart. It has begun, begun. Again, again, my friend, hey!. 'Cause she loves to lay. I learned the hard way. She loves to lay, I'm up to play. I learned the hard way. She loves to lay. Know I learned the hard way. She loves to lay, it's all a game. I learned the hard way.",0.7625,0.6
917,"Every time we have to say goodbye. I'm counting down until we say hello. Every touch is like the strongest drug. I don't know how much longer I can go. . I never had something that I can't walk away from. But, girl, my self-control's so paralyzed. When it comes to you, no, I ain't got no patience. There's something 'bout you girl I just can't fight. . You're like that cigarette. That shot of 100 proof. No matter how much I get. I'm always craving. That feeling when we kiss. The way your body moves. No matter how much I get. I'm always craving you. Craving you. . All the in-between is killing me. You know I come unglued from missing you. Sunset eyes, no, I don't have to try. Because you know exactly what to do. . I never had something that I can't walk away from (walk away from). But, girl, my self-control's so paralyzed. When it comes to you, no, I ain't got no patience (I ain't got no patience). There's something 'bout you girl I just can't fight. . You're like that cigarette. That shot of 100 proof. No matter how much I get. I'm always craving. That feeling when we kiss. The way your body moves. No matter how much I get. I'm always craving you. Craving you. . I'm always craving you. Craving you. Craving you. . Every time we have to say goodbye. I'm counting down until we say hello. Every touch is like the strongest drug. I don't know how much longer I can go. . (Yeah, yeah, yeah). You're like that cigarette. That shot of 100 proof. No matter how much I get. I'm always craving. That feeling when we kiss. The way your body moves. No matter how much I get. I'm always craving you, yeah. Craving you. . Craving you. I'm craving baby. I'm craving you. I'm craving you babe.",0.7375,0.6625
526,"Nobody pray for me. It's been that day for me. Way (yeah, yeah!). Ayy I remember syrup sandwiches and crime allowances. Finesse a n**ga with some counterfeits. But now I'm countin' this. Parmesan where my accountant lives. In fact I'm downin' this. D'USSé with my boo bae tastes like Kool Aid for the analysts. Girl I can buy yo' ass the world with my paystub. Ooh that pussy good won't you sit it on my taste bloods. I get way too petty once you let me do the extras. Pull up on your block then break it down. We playin' Tetris. A.M. to the P.M. P.M. to the A.M. funk. Piss out your per diem you just gotta hate 'em funk. If I quit your BM I still ride Mercedes funk. If I quit this season I still be the greatest funk. My left stroke just went viral. Right stroke put lil' baby in a spiral. Soprano C we like to keep it on a high note. It's levels to it you and I know. B**ch, be humble (hol' up, b**ch). Sit down (hol' up, lil', hol' up, lil' b**ch). Be humble (hol' up, b**ch). Sit down (hol' up, sit down, lil', sit down, lil' b**ch). Be humble (hol' up, hol' up). B**ch, sit down (hol' up, hol' up, lil' b**ch). Be humble (lil' b**ch, hol' up, b**ch). Sit down (hol' up, hol' up, hol' up, hol' up). Be humble (hol' up, hol' up). Sit down (hol' up, hol' up, lil', hol' up, lil' b**ch). Be humble (hol' up, b**ch). Sit down (hol' up, sit down, lil', sit down, lil' b**ch). Be humble (hol' up, hol' up). B**ch, sit down (hol' up, hol' up, lil' b**ch). Be humble (lil' b**ch, hol' up, b**ch). Sit down (hol' up, hol' up, hol' up, hol' up). Who dat n**ga thinkin' that he frontin' on man man. Man man. Get the **** off my stage I'm the Sandman. Sandman. Get the **** off my dick that ain't right. I make a play ****in' up your whole life. I'm so ****in' sick and tired of the Photoshop. Show me somethin' natural like afro on Richard Pryor. Show me somethin' natural like ass with some stretchmarks. Still will take you down. Right on your mama's couch in Polo socks ayy. This shit way too crazy ayy you do not amaze me ayy. I blew cool from AC ayy Obama just paged me ayy. I don't fabricate it ayy most of y'all be fakin' ayy. I stay modest 'bout it ayy she elaborate it ayy. This that Grey Poupon that Evian that TED Talk ayy. Watch my soul speak you let the meds talk ayy. If I kill a n**ga it won't be the alcohol ayy. I'm the realest n**ga after all. B**ch, be humble (hol' up, b**ch). Sit down (hol' up, lil', hol' up, lil' b**ch). Be humble (hol' up, b**ch). Sit down (hol' up, sit down, lil', sit down, lil' b**ch). Be humble (hol' up, hol' up). B**ch, sit down (hol' up, hol' up, lil' b**ch). Be humble (lil' b**ch, hol' up, b**ch). Sit down (hol' up, hol' up, hol' up, hol' up). Be humble (hol' up, hol' up). Sit down (hol' up, hol' up, lil', hol' up, lil' b**ch). Be humble (hol' up, b**ch). Sit down (hol' up, sit down, lil', sit down, lil' b**ch). Be humble (hol' up, hol' up). B**ch, sit down (hol' up, hol' up, lil' b**ch). Be humble (lil' b**ch, hol' up, b**ch). Sit down (hol' up, hol' up, hol' up, hol' up).",0.4625,0.525
532,"Don't tell a lie on me. I won't tell the truth 'bout you. Don't tell a lie on me. I won't tell the truth 'bout you. 30 millions later, my future favors. The legendary status of a hip-hop rhyme savior. Travel round the atlas in this spaceship candy-coated. My day shift's been devoted to ****in' up bundles of paper. Pi equals 3.14. The devil's pie is big enough to justify the whole thing. Wait up. Lampin' in Jamaica, the cloud's turnin', my thought's turnin'. Burnin' castor oil, I been determined to make an earnin'. This seed in this soil is classified. I'm satisfied when I strategize my kid's future. I ain't sanctified enough to say that I won't shoot ya. I done vandalized the industry full circuit. The earthiest slash thirstiest nigga you know versus this. Scum of a land that transcends two surfaces. The richer the poorer, the bigger the picture. The more blood pours, but.... Don't tell a lie on me. I won't tell the truth 'bout you. Don't tell a lie on me. I won't tell the truth 'bout you. My fans can't wait for me to son ya punk ass and crush your whole lil shit. I'll Big Pun ya punk ass, you a scared little bitch. Tiptoein' around my name, nigga ya lame. And when I get at you homie don't you just tell me you was just playin'. Oh I was just playin' with you K-Dot, c'mon. You know a nigga rock with you, bro. Shut the **** up, you sound like the last nigga I know. Might end up like the last nigga I know. Oh you don't wanna clash? Nigga, I know. I put my foot on the gas, head on the floor. Hoppin' out before the vehicle crash, I'm on a roll. Yellin', ""1, 2, 3, 4, 5. I am the greatest rapper alive"". So damn great mother****er I've died. What you hearin' now is a paranormal vibe. House on the hill, house on the beach nigga (facts). A condo in Compton, I'm still in reach nigga (facts). I'm fresh out the water I'm 'bout to breach nigga. The five foot giant woke up out of his sleep nigga. Oh yeah, oh yeah, more cars, more leers. More bars, no peers, no scars, no fear, **** y'all, sincere. I heard the whispers, I curved the whispers, you know what the risk is. Earth indigenous, ya body reverting to stiffness. The whole world goin' mad. Bodies is adding up, market's about to crash. Niggas is fake rich, bitches is fake bad. Blacks that act white, Whites that do the dab. Donald Trump is a chump, know how we feel, punk. Tell 'em that God comin'. And Russia need a replay button, y'all up to somethin'. Electorial votes look like memorial votes. But America's truth ain't ignorin' the votes. It's blasphemy, how many gon' blast for me?. I prophesied on my last song, you laughed at me. Oh when the shit get brackin', don't you ask for me. How many leaders gon' tell you the truth after me?. G Malone big bro, kudos to him. I was 2 Os from an M, tryna be big as Em. 30 millions later my future favors. The legendary status of a hip-hop rhyme savior. Salmon and capers, fame and lawsuits. You looking at me in Chucks, I'm looking at y'all suits. Me and Top Dawg playing rock, papers, scissors in court. And real hustler lose money just to go get some more. I said it's like that, drop one classic, came right back. 'Nother classic, right back. My next album, the whole industry on the ice pack. With TOC. You see the flames and my E-Y-E's. It's not a game and the whole world is going mad, daddy. It's sad, daddy. My only advice? Go and get you a bag daddy. Lee Baca, on trail tryin' portray a boxer. Beatin' up on my niggas while the COs watch 'em. Tables turn, lesson learned, my best look. You jumped sides on me, now you 'bout to meet Westbrook. Go celebrate with your team and let victory vouch you. Just know the next game played, I might slap the shit out you. Technical foul, I'm flagrant, I'm fouled. They throwin' me out, you throwin' the towel. Look at the crowd, they (nah, I don't like that). Look at my smile, I'm smirking. Calm but urgent (that ain't the style, ****). So many verses, you live in denial (****). So many verses, I never run out, what?. You making him nervous, the music is loud. Hoe, Jay Z Hall of Fame, sit your punk ass down (sit yo' punk ass down). So that means you ain't bigger than rapping (what else?). So that means no more playing the backseats (what else?). My spot is solidified if you ask me (what else?). My name is identified as ""that king"". I'll let y'all worry about a list, I'm on some other shit. A difference between accomplishments and astonishments. You know what time it is, ante up, this is in forever. Y'all got till April the 7th to get ya'll shit together. Lets get it!. Look look, on foenem.",0.5375,0.3375
283,"What these bitches want from a nigga?. On some DMX shit. I group DM my exes. I tell 'em they belong to me, that goes on for forever. And I think we just get closer when we not together. You tell me that I'm confusin'. More immature than Marques Houston. Cuts too deep for a band-aid solution. We too deep in this thing to never lose me. LOLOL I'm glad you find this shit amusin'. Heard a lot about me 'fore we started off. I know you heard that my pool parties like Mardi Gras. I know you heard that my girl is sponsored by Audemars. That's why she's always correctin' me when my time is off. And my house is the definition. Of alcohol and weed addiction. You got a different vision. You wanna walk around naked in the kitchen. Without runnin' into one of my niggas. That's not the way we livin'. Too much goin' on, it's just not realistic. These days I don't talk 'bout them days like I miss 'em. And you shouldn't miss 'em either, we different people. But every time we speakin'. It's like a lot of games bein' played. How's it goin' down?. If it's on 'til we gone then I gots to know now. Is you wit' me or what?. Yeah. It's like a lot of games are bein' played. How's it goin' down?. If it's on 'til we gone then I gots to know now. Is you wit' me or what?. Yeah. I wanna know how much time you spent on them paragraphs. Where you're getting me. All that grey in our conversation history, you. Playin' mind games, when you sayin' things. Playin' mime games, we both doin' the same thing. Slide on a late night. You like to slide on a late night. You send the ""are you here?"" text without an invite. That's that shit that I don't like. We both slide on a late night. Do things in our off time. We both, yeah. Made some mistakes, pon road. Yeah, how's that for real?. You toyin' with it like Happy Meal. 3 dots, you thinkin' of a reaction still. While you're typin' make sure you tell me. What type of games are bein' played?. How's it goin' down?. If it's on 'til we gone then I gots to know now. Is you wit' me or what?. Yeah. What type of games are bein' played?. How's it goin' down?. If it's on 'til we gone then I gots to know now. Is you wit' me or what?. Yeah. Remember you was livin' at The London for a month. Service elevator up to 4201. We was still a secret, couldn't come in through the front. Girl I had your back when all you used to do was front. That's for sure though, I made a career of reminiscin'. Time got a funny way of tickin', things are so much different. I'll admit it, I've admitted to a lot of things. Act like you know it, **** them stories, **** the shade they throwin'. Understand I got responsibilities to people that I need. And on my way to make this dough. A lot of niggas cut the cheque so they can take this flow. A lot of niggas cut the cheque so they can take this flow, Ohhh, ohhh!. Tryna give your ass the world. You runnin' your fingers through my curls. You knew me when the kid had waves. But that's enough of that. You could never say I came up and forgot about your ass. And that's some real shit.",0.575,0.5375
297,"She looks so pretty with no makeup on. You should hear her talkin' to her momma on phone. I love it when she raps to an Eminem song. That's my girl. Man her eyes really drive me crazy. You should see her smile when she holds a baby. I can honestly say that she saved me. My girl, yeah. Yeah that's my girl. In the passenger seat,. windows down dancing around. Causin' a scene, that's my girl. Sippin' crown and sprite, in a ball cap turned back. Ooh she got me like. Yeah baby girl you gone and done it again. Makin' all the guys wish you were with them. But I bet they don't see what I see. when I see my girl. Every night before she goes to bed. She hits her knees and bows her head. Thanks the Lord for another day. I just thank him for my girl. Yeah that's my girl. In the passenger seat,. windows down dancing around. Causin' a scene, that's my girl. Sippin' crown and sprite,. in a ball cap turned back. Ooh she got me like. Yeah baby girl you gone and done it again. Makin' all the guys wish you were with them. But I bet they don't see what I see. when I see my girl. Oh my girl. . Yea that's my girl. . In my truck,. in the songs that I sing with the radio up (my girl). In my heart, in my soul,. in the air that I breathe every day (that's my girl). Yeah everything (my girl). Yeah that's my girl. In the passenger seat,. windows down dancing around. Causin' a scene, that's my girl. Sippin' crown and sprite, in a ball cap turned back. Ooh she got me like. Yeah baby girl you gone and done it again. Makin' all the guys wish you were with them. But I bet they don't see what I see. when I see my girl. Oh, my girl. Yeah, that's my girl. . .",0.675,0.7
308,"Just gonna stand there and watch me burn. But that's alright because I like the way it hurts. Just gonna stand there and hear me cry. But that's alright because I love the way you lie, I love the way you lie. I can't tell you what it really is. I can only tell you what it feels like. And right now there's a steel knife in my windpipe. I can't breathe but I still fight while I can fight. As long as the wrong feels right it's like I'm in flight. High off the love, drunk from my hate,. It's like I'm huffing paint and I love her the more i suffer, I suffocate. And right before I'm about to drown, she resuscitates me. She ****ing hates me and I love it.. Wait! Where you going? I'm leaving you. No you ain't. Come back we're running right back.. Here we go again. It's so insane cus when its going good its going great.. I'm superman with the wind at his back. Shes Louis Lane but when its bad its awful, I feel so ashamed I snap. Whos that dude? I don't even know his name. I laid hands on him, I'll never stoop so low again. I guess I don't know my own strength. Just gonna stand there and watch me burn. But that's alright because I like the way it hurts. Just gonna stand there and hear me cry. But that's alright because I love the way you lie, I love the way you lie. You ever love somebody so much you can barely breathe. When you're with 'em. You meet and neither one of you even know what hit 'em. Got that warm fuzzy feeling. Yeah, them those chills you used to get 'em. Now you're getting ****ing sick of looking at him. You swore you'd never hit him; never do nothing to hurt him. Now you're in each other's face spewing venom in your words when you spit them. You push pull each other's hair, scratch claw hit him. Throw him down pin him. So lost in the moments when you're in them. It's a race that's the culprit controls your boat. So they say you're best to go your separate ways. Guess if they don't know you cus today that was yesterday. Yesterday is over it's a different day. Sound like broken records playing over but you promised her. Next time you show restraint. You don't get another chance. Life is no Nintendo game. But you lied again. Now you get to watch her leave out the window. I guess that's why they call it window pain. Just gonna stand there and watch me burn. But that's alright because I like the way it hurts. Just gonna stand there and hear me cry. But that's alright because I love the way you lie, I love the way you lie. Now I know he said things hit things that we didn't mean. And we fall back into the same patterns same routine. But your temper's just as bad as mine is. You're the same as me. But when it comes to love you're just as blinded. Baby, please come back. It wasn't you, baby it was me. Maybe our relationship wasn't as crazy as it seemed. Maybe that's what happens when a tornado meets a volcano. All I know is I love you too much to walk away though. Come inside, pick up your bags off the sidewalk. Don't you hear sincerity in my voice when I talk. I told you this is my fault. Look me in the eye ball. Next time I'm pissed, I lay my fist at the drywall. Next time. There won't be no next time. I apologize even though I know its lies. I'm tired of the games I just want her back. I know I'm a liar. If she ever tries to ****ing leave again. Im'a tie her to the bed and set this house on fire. Just gonna stand there and watch me burn. But that's alright because I like the way it hurts. Just gonna stand there and hear me cry. But that's alright because I love the way you lie, I love the way you lie. I love the way you lie.",0.8125,0.85
334,"Open up the champagne, pop!. It's my house, come on, turn it up. Hear a knock on the door and the night begins. Cause we done this before so you come on in. Make yourself at my home, tell me where you been. Pour yourself something cold, baby, cheers to this. Sometimes you gotta stay in. And you know where I live. Yeah, you know what we is. Sometimes you gotta stay in, in. Welcome to my house. Baby take control now. We can't even slow down. We don't like to go out. Welcome to my house. Play that music too loud. Show me what you do now. We don't like to go out. Welcome to my house. Welcome to my house. Morning comes and you know that you wanna stay. Close the blinds, let's pretend that the time has changed. Keep our clothes on the floor, open up champagne. Let's continue tonight, come on, celebrate. Sometimes you gotta stay in. And you know where I live. Yeah, you know what we is. Sometimes you gotta stay in, in. Welcome to my house. Baby take control now. We can't even slow down. We don't like to go out. Welcome to my house. Play that music too loud. Show me what you do now. We don't like to go out. Welcome to my house. Welcome to my house. Welcome to mythe crib, the spot, the pad. But my house is your house if you throwin' it back. Excuse me if my home. Soon as these happy faces you can run with the cash. Homerun, slam dunk, touchdown, pass. Mi casa es tu casa so it ain't no holding back. Another shot of vodka, you know what's in my glass. It's my house, just relax. Welcome to my house. Baby take control now. We can't even slow down. We don't like to go out. Welcome to my house. Play that music too loud. Show me what you do now. We don't like to go out. Welcome to my house. Welcome to my house. It's my house.",0.625,0.5625
446,"I met you in the dark. You lit me up. You made me feel as though. I was enough. We danced the night away. We drank too much. I held your hair back when. You were throwing up. . Then you smiled over your shoulder. For a minute, I was stone cold sober. I pulled you closer to my chest. And you asked me to stay over. I said, I already told ya. I think that you should get some rest. . I knew I loved you then. But you'd never know. Cause I played it cool when I was scared of letting go. I know I needed you. But I never showed. But I wanna stay with you. Until we're grey and old. Just say you won't let go. Just say you won't let go. . I wake you up with some breakfast in bed. I'll bring you coffee. With a kiss on your head. And I'll take the kids to school. Wave them goodbye. And I'll thank my lucky stars for that night. . When you looked over your shoulder. For a minute, I forget that I'm older. I wanna dance with you right now, oh. And you look as beautiful as ever. And I swear that everyday you'll get better. You make me feel this way somehow. . I'm so in love with you. And I hope you know. Darling your love is more than its worth in gold. We've come so far my dear. Look how we've grown. And I wanna stay with you. Until we're grey and old. Just say you won't let go. Just say you won't let go. . I wanna live with you. Even when we're ghosts. Cause you were always there for me. When I needed you most. I'm gonna love you till. My lungs give out. I promise till death we part. Like in our vows. So I wrote this song for you. Now everybody knows. Cause it's just you and me. Until we're grey and old. Just say you won't let go. Just say you won't let go. Just say you won't let go. Oh, just say you won't let go.",0.425,0.4875
